replay_num,replay_link                                                                              ,player_p1         ,player_p2         ,switch_p1a,switch_p2a,winner,turns
2502      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-800420                               ,NoBottlecapsBlisy ,AC77              ,Skarmory  ,Tyranitar ,1     ,50
2505      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-800432                               ,themessiah1       ,swordpeaceAD      ,Zapdos    ,Heracross ,1     ,45
2507      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-800513                               ,xtina xendrix     ,Usbreon           ,Smeargle  ,Vaporeon  ,1     ,14
2506      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-800495                               ,xtina xendrix     ,Usbreon           ,Tyranitar ,Regirock  ,1     ,23
2467      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-799359                               ,cisconduct        ,Himurabt          ,Salamence ,Hariyama  ,2     ,30
2508      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-800608                               ,Derevien          ,Colteor           ,Blaziken  ,Salamence ,2     ,51
2509      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-800615                               ,Derevien          ,Colteor           ,Glalie    ,Smeargle  ,2     ,20
2510      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-801067                               ,verbatim          ,Mister Tim        ,Zapdos    ,Salamence ,1     ,25
2512      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-801071                               ,Mister Tim        ,verbatim          ,Salamence ,Jynx      ,1     ,20
2511      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-801069                               ,Mister Tim        ,verbatim          ,Tyranitar ,Medicham  ,1     ,26
2513      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-801046                               ,Skarph☾eRiM       ,yuramas           ,Zapdos    ,Tyranitar ,1     ,27
2514      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-801048                               ,yuramas           ,Skarph☾eRiM       ,Zapdos    ,Tyranitar ,2     ,82
2516      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-801221                               ,tempokin          ,simonsimonf       ,Tyranitar ,Wailord   ,1     ,32
2515      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-801218                               ,simonsimonf       ,tempokin          ,Metagross ,Blissey   ,2     ,71
2517      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-801249                               ,kaboom64          ,Gulchittious Boi  ,Tyranitar ,Zapdos    ,1     ,26
2520      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-800480                               ,alargemongoose    ,yd12k             ,Skarmory  ,Tyranitar ,1     ,40
2518      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-801254                               ,kaboom64          ,Gulchittious Boi  ,Tyranitar ,Jolteon   ,2     ,28
2519      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-801257                               ,kaboom64          ,Gulchittious Boi  ,Salamence ,Zapdos    ,1     ,26
2521      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-800503                               ,alargemongoose    ,yd12k             ,Tyranitar ,Zapdos    ,1     ,29
2522      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-800579                               ,Lemon LC          ,KeshBa45          ,Zapdos    ,Zapdos    ,1     ,46
2526      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-800481                               ,Baptosta          ,thedolla          ,Tyranitar ,Zapdos    ,2     ,47
2524      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-800392                               ,Baptosta          ,thedolla          ,Heracross ,Hariyama  ,2     ,193
2523      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-800595                               ,KeshBa45          ,Lemon LC          ,Zapdos    ,Swampert  ,2     ,49
2525      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-800454                               ,Baptosta          ,thedolla          ,Tyranitar ,Tyranitar ,2     ,60
2527      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-799754                               ,pressle54         ,mkizzy            ,Salamence ,Zapdos    ,2     ,35
2528      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-799759                               ,mkizzy            ,pressle54         ,Jynx      ,Suicune   ,1     ,10
2529      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-799683                               ,yellow yamada     ,Vangaio           ,Metagross ,Snorlax   ,1     ,20
2531      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-800160                               ,LoDart210         ,WalterFartwelWhite,Blaziken  ,Jirachi   ,2     ,52
2532      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-800163                               ,LoDart210         ,WalterFartwelWhite,Wailord   ,Salamence ,2     ,20
2530      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-799688                               ,yellow yamada     ,Vangaio           ,Zapdos    ,Smeargle  ,1     ,21
2636      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-799688                               ,yellow yamada     ,Vangaio           ,Zapdos    ,Smeargle  ,1     ,21
2534      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-799485                               ,Axselo            ,Janis105          ,Jolteon   ,Metagross ,1     ,17
2533      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-799483                               ,Janis105          ,Axselo            ,Jirachi   ,Omastar   ,2     ,34
2535      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-799811                               ,msoft_j           ,DraykOP           ,Zapdos    ,Gengar    ,1     ,18
2536      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-799812                               ,DraykOP           ,msoft_j           ,Zapdos    ,Tyranitar ,2     ,37
2537      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-800246                               ,Vholtninja        ,prestonalewis     ,Dugtrio   ,Skarmory  ,2     ,38
2538      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-800251                               ,Vholtninja        ,prestonalewis     ,Zapdos    ,Snorlax   ,1     ,65
2541      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-799525                               ,HunarPG           ,racerl            ,Forretress,Zapdos    ,2     ,49
2539      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-800253                               ,Vholtninja        ,prestonalewis     ,Salamence ,Zapdos    ,1     ,25
2542      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-799527                               ,racerl            ,HunarPG           ,Celebi    ,Salamence ,2     ,28
2540      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-799521                               ,HunarPG           ,racerl            ,Salamence ,Medicham  ,1     ,28
2543      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-799843                               ,steffmula         ,caraccident65278  ,Salamence ,Wailord   ,1     ,43
2544      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-799846                               ,caraccident65278  ,steffmula         ,Blaziken  ,Suicune   ,2     ,24
2545      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-800080                               ,EpiclyEpicGamerW  ,BDICAP            ,Zapdos    ,Camerupt  ,2     ,37
2546      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-800087                               ,EpiclyEpicGamerW  ,BDICAP            ,Skarmory  ,Tyranitar ,1     ,73
2547      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-800095                               ,EpiclyEpicGamerW  ,BDICAP            ,Skarmory  ,Aerodactyl,1     ,42
2549      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-800171                               ,green.9082        ,TheMighty_Q       ,Zapdos    ,Regirock  ,1     ,34
2548      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-800165                               ,green.9082        ,TheMighty_Q       ,Zapdos    ,Zapdos    ,1     ,33
2551      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-800055                               ,Kenma likes males ,Duke Sux          ,Jolteon   ,Suicune   ,1     ,28
2554      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-799805                               ,latlat1           ,shitking          ,Vaporeon  ,Medicham  ,2     ,19
2552      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-800063                               ,Kenma likes males ,Duke Sux          ,Salamence ,Zapdos    ,1     ,21
2553      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-799804                               ,shitking          ,latlat1           ,Medicham  ,Medicham  ,2     ,38
2550      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-800049                               ,Kenma likes males ,Duke Sux          ,Zapdos    ,Suicune   ,2     ,21
2555      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-799806                               ,latlat1           ,shitking          ,Suicune   ,Medicham  ,1     ,31
2556      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-800745                               ,etymonlegomenon   ,Witchgender       ,Zapdos    ,Tyranitar ,2     ,34
2557      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-800758                               ,etymonlegomenon   ,Witchgender       ,Skarmory  ,Salamence ,2     ,31
2558      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-800737                               ,TECHSAVAGE        ,ali.gnome         ,Salamence ,Tyranitar ,1     ,43
2559      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-800752                               ,ali.gnome         ,TECHSAVAGE        ,Zapdos    ,Suicune   ,1     ,25
2560      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-800762                               ,TECHSAVAGE        ,ali.gnome         ,Venusaur  ,Tyranitar ,2     ,18
2564      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-800703                               ,guebor            ,ShotoNC           ,Zapdos    ,Salamence ,0     ,56
2563      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-800759                               ,guebor            ,ShotoNC           ,Medicham  ,Zapdos    ,1     ,24
2561      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-800683                               ,guebor            ,ShotoNC           ,Heracross ,Zapdos    ,2     ,26
2562      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-800732                               ,guebor            ,ShotoNC           ,Forretress,Metagross ,1     ,33
2565      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-800665                               ,lt. pickles       ,witgiz            ,Tyranitar ,Salamence ,1     ,29
2566      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-800682                               ,witgiz            ,lt. pickles       ,Tyranitar ,Skarmory  ,1     ,18
2568      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-800802                               ,BL0X              ,Leeto64           ,Skarmory  ,Zapdos    ,1     ,28
2567      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-800691                               ,witgiz            ,lt. pickles       ,Suicune   ,Tyranitar ,1     ,29
2569      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-800793                               ,Leeto64           ,BL0X              ,Politoed  ,Zapdos    ,2     ,44
2570      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-800743                               ,pkLeech           ,JoaF              ,Medicham  ,Zapdos    ,1     ,29
2571      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-800764                               ,JoaF              ,pkLeech           ,Tyranitar ,Venusaur  ,2     ,22
2572      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-800724                               ,GarhamSandich     ,Void              ,Zapdos    ,Blissey   ,1     ,24
2574      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-800733                               ,GarhamSandich     ,Void              ,Metagross ,Tyranitar ,2     ,59
2573      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-800727                               ,Void              ,GarhamSandich     ,Salamence ,Salamence ,1     ,26
2575      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-800668                               ,Dit Dus           ,Incognition       ,Jolteon   ,Medicham  ,1     ,27
2576      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-800690                               ,Incognition       ,Dit Dus           ,Tyranitar ,Tyranitar ,1     ,44
2577      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-800715                               ,Incognition       ,Dit Dus           ,Metagross ,Jynx      ,1     ,20
2578      ,https://replay.pokemonshowdown.com/gen3ou-2227180375-2zb7wr6rdmlvqi3drezcvjhb5qt28k9pw   ,FunkyCop1998      ,shadowtime2000    ,Slaking   ,Tyranitar ,2     ,55
2579      ,https://replay.pokemonshowdown.com/gen3ou-2227185966-rqr61rbbuinp8uc52g2t8xd3j79x32mpw   ,FunkyCop1998      ,shadowtime2000    ,Metagross ,Zapdos    ,2     ,26
2580      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-800637                               ,SSBM Nicki        ,Just_Leonardo     ,Salamence ,Metagross ,2     ,25
2581      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-800650                               ,SSBM Nicki        ,Just_Leonardo     ,Suicune   ,Salamence ,2     ,31
2582      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-800821                               ,Milkshook♡        ,squeenr           ,Tyranitar ,Zapdos    ,1     ,28
2583      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-800826                               ,Milkshook♡        ,squeenr           ,Tyranitar ,Medicham  ,1     ,24
2584      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-800609                               ,doh5604           ,TRXXJEH           ,Tyranitar ,Zapdos    ,2     ,32
2585      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-800620                               ,doh5604           ,TRXXJEH           ,Zapdos    ,Zapdos    ,1     ,34
2589      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-800527                               ,bandoodee         ,Fear              ,Zapdos    ,Zapdos    ,2     ,23
2588      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-800964                               ,gooball99         ,Klird             ,Moltres   ,Salamence ,1     ,21
2587      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-800957                               ,gooball99         ,Klird             ,Breloom   ,Tyranitar ,1     ,29
2586      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-800643                               ,TRXXJEH           ,doh5604           ,Jolteon   ,Hariyama  ,2     ,58
2591      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-800760                               ,Voyager           ,Ghost Melone      ,Tyranitar ,Tyranitar ,1     ,35
2590      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-800532                               ,bandoodee         ,Fear              ,Tyranitar ,Dugtrio   ,2     ,73
2592      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-800769                               ,Ghost Melone      ,Voyager           ,Metagross ,Arcanine  ,1     ,26
2593      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-800773                               ,Voyager           ,Ghost Melone      ,Tyranitar ,Tyranitar ,2     ,71
2594      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-800754                               ,ojr               ,Gulchittious Boi  ,Tyranitar ,Zapdos    ,1     ,55
2598      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-800488                               ,VZR               ,Eduardo Carapinga ,Salamence ,Zapdos    ,1     ,35
2595      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-800779                               ,ojr               ,Gulchittious Boi  ,Zapdos    ,Zapdos    ,2     ,24
