replay_num,replay_link                                                                              ,player_p1         ,player_p2         ,switch_p1a,switch_p2a,winner,turns
1259      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796864                               ,Lemon LC          ,zxgzxg            ,Swampert  ,Medicham  ,1     ,46
1260      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796863                               ,zxgzxg            ,Lemon LC          ,Skarmory  ,Tyranitar ,2     ,31
1261      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796273                               ,incognidoqueen    ,HoChi_Pro         ,Venusaur  ,Zapdos    ,2     ,27
1264      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796895                               ,blavand           ,xdeacon           ,Tyranitar ,Suicune   ,1     ,26
1263      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796279                               ,incognidoqueen    ,HoChi_Pro         ,Slaking   ,Forretress,2     ,53
1262      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796277                               ,HoChi_Pro         ,incognidoqueen    ,Zapdos    ,Aerodactyl,2     ,33
1265      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796898                               ,blavand           ,xdeacon           ,Salamence ,Tyranitar ,1     ,138
1266      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796809                               ,HeyYa!_Forte      ,wavyish           ,Zapdos    ,Breloom   ,1     ,53
1267      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796815                               ,wavyish           ,HeyYa!_Forte      ,Breloom   ,Medicham  ,2     ,43
1268      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796711                               ,GreenCatKid       ,LuukTheGamer      ,Skarmory  ,Skarmory  ,1     ,49
1269      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796718                               ,LuukTheGamer      ,GreenCatKid       ,Skarmory  ,Suicune   ,2     ,25
1270      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796968                               ,guebor            ,carfacts          ,Zapdos    ,Suicune   ,2     ,17
1271      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796974                               ,guebor            ,carfacts          ,Tyranitar ,Salamence ,2     ,17
1274      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796663                               ,SKITZ_MONEY       ,temrane           ,Aerodactyl,Zapdos    ,1     ,67
1273      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796504                               ,DunsparceGamer    ,ADV Fella         ,Aerodactyl,Tyranitar ,2     ,22
1277      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796357                               ,Derevien          ,antantantantant   ,Salamence ,Tyranitar ,1     ,42
1272      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796502                               ,DunsparceGamer    ,ADV Fella         ,Jolteon   ,Hitmontop ,2     ,36
1275      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796670                               ,temrane           ,SKITZ_MONEY       ,Muk       ,Zapdos    ,2     ,19
1276      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796356                               ,Derevien          ,antantantantant   ,Smeargle  ,Zapdos    ,2     ,25
1278      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796360                               ,Derevien          ,antantantantant   ,Zapdos    ,Metagross ,2     ,30
1279      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796284                               ,Hykari            ,cisconduct        ,Smeargle  ,Salamence ,1     ,18
1281      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796287                               ,Darksamer         ,marcelbruer       ,Slaking   ,Medicham  ,2     ,20
1280      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796286                               ,Hykari            ,cisconduct        ,Zapdos    ,Salamence ,1     ,48
1282      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796288                               ,marcelbruer       ,Darksamer         ,Heracross ,Slaking   ,2     ,19
1286      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796612                               ,RevivalTyp        ,aahaahaah         ,Tyranitar ,Jirachi   ,1     ,103
1284      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796607                               ,aahaahaah         ,RevivalTyp        ,Jirachi   ,Zapdos    ,1     ,147
1283      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796292                               ,marcelbruer       ,Darksamer         ,Medicham  ,Salamence ,1     ,20
1285      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796610                               ,RevivalTyp        ,aahaahaah         ,Glalie    ,Salamence ,1     ,24
1287      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797015                               ,UDM31             ,mcgowin           ,Tyranitar ,Zapdos    ,1     ,53
1288      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797023?p2                            ,mcgowin           ,UDM31             ,Tyranitar ,Skarmory  ,2     ,47
1291      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796688                               ,Faantome          ,xerospacious      ,Salamence ,Skarmory  ,1     ,67
1289      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796921                               ,Klird             ,Lady_Sundalia     ,Tyranitar ,Tyranitar ,1     ,66
1290      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796925                               ,Lady_Sundalia     ,Klird             ,Tyranitar ,Suicune   ,2     ,24
1292      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796697                               ,Faantome          ,xerospacious      ,Tyranitar ,Zapdos    ,1     ,29
1294      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797005                               ,FaceOFF3141       ,justifine         ,Tyranitar ,Tyranitar ,1     ,50
1293      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797002                               ,FaceOFF3141       ,justifine         ,Metagross ,Tyranitar ,0     ,28
1295      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797008                               ,FaceOFF3141       ,justifine         ,Tyranitar ,Tyranitar ,2     ,60
1297      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796656                               ,deckline          ,gorditoconbigote  ,Zapdos    ,Zapdos    ,2     ,44
1296      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797012                               ,FaceOFF3141       ,justifine         ,Metagross ,Tyranitar ,1     ,17
1300      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796772                               ,halux             ,Hexmoonie         ,Zapdos    ,Skarmory  ,2     ,78
1299      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796767                               ,Hexmoonie         ,halux             ,Metagross ,Salamence ,1     ,32
1301      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796727                               ,BongMoodeus       ,singingcrow       ,Tyranitar ,Zapdos    ,1     ,29
1298      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796662                               ,deckline          ,gorditoconbigote  ,Tyranitar ,Zapdos    ,2     ,86
1302      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796728                               ,singingcrow       ,BongMoodeus       ,Flygon    ,Tyranitar ,2     ,22
1304      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796839                               ,sbibling          ,hey its me riley  ,Zapdos    ,Salamence ,1     ,31
1303      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796837                               ,hey its me riley  ,sbibling          ,Suicune   ,Regirock  ,1     ,34
1305      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796840                               ,hey its me riley  ,sbibling          ,Tyranitar ,Jynx      ,1     ,44
1306      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796708                               ,Tyxerns           ,DiegoIn           ,Jirachi   ,Zapdos    ,2     ,26
1307      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796713                               ,Tyxerns           ,DiegoIn           ,Dugtrio   ,Swampert  ,1     ,39
1311      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796797                               ,TheDHope          ,kydreith33        ,Tyranitar ,Smeargle  ,1     ,29
1309      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796785                               ,kydreith33        ,TheDHope          ,Tyranitar ,Zapdos    ,2     ,27
1308      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796717                               ,Tyxerns           ,DiegoIn           ,Dugtrio   ,Suicune   ,2     ,18
1310      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796790                               ,kydreith33        ,TheDHope          ,Zapdos    ,Tyranitar ,1     ,51
1313      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796649                               ,4lowrey           ,smokingrocks      ,Tyranitar ,Tauros    ,2     ,18
1314      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796701                               ,Hansenator        ,dicerat8          ,Hariyama  ,Gengar    ,2     ,48
1312      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796642                               ,smokingrocks      ,4lowrey           ,Registeel ,Tyranitar ,1     ,54
1315      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796703                               ,Hansenator        ,dicerat8          ,Hariyama  ,Zapdos    ,2     ,23
1318      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796715                               ,SSBM Nicki        ,Leeto64           ,Hariyama  ,Regirock  ,1     ,69
1316      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796941                               ,UnzipsCrogre      ,Big Chungus irl   ,Zapdos    ,Tyranitar ,2     ,52
1320      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796724                               ,SSBM Nicki        ,Leeto64           ,Aerodactyl,Medicham  ,1     ,41
1317      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796947                               ,UnzipsCrogre      ,Big Chungus irl   ,Suicune   ,Metagross ,2     ,49
1319      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796721                               ,Leeto64           ,SSBM Nicki        ,Salamence ,Suicune   ,1     ,23
1323      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796977                               ,busyboi           ,Organic Oranges   ,Tyranitar ,Metagross ,2     ,25
1321      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797042                               ,Genexys           ,Tasmanian Demon   ,Zapdos    ,Hariyama  ,1     ,40
1325      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797031                               ,Ghost Melone      ,DancingAlong      ,Tyranitar ,Zapdos    ,2     ,37
1324      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796985                               ,busyboi           ,Organic Oranges   ,Tyranitar ,Metagross ,2     ,30
1322      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797047                               ,Genexys           ,Tasmanian Demon   ,Zapdos    ,Tyranitar ,1     ,48
1328      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797044                               ,Melee Minion      ,aplaguedoc ❤️     ,Jynx      ,Tyranitar ,2     ,28
1327      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797039?p2                            ,Ghost Melone      ,DancingAlong      ,Tyranitar ,Medicham  ,1     ,21
1326      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797036                               ,DancingAlong      ,Ghost Melone      ,Metagross ,Gengar    ,2     ,33
1330      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797082                               ,Emerald_Harrold   ,stao              ,Medicham  ,Medicham  ,1     ,29
1334      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797132                               ,Jfaun             ,prof clue         ,Metagross ,Metagross ,1     ,42
1335      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797124                               ,gourgeist enjoyer ,cremozar          ,Zapdos    ,Venusaur  ,1     ,31
1332      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797123                               ,prof clue         ,Jfaun             ,Salamence ,Tyranitar ,1     ,51
1329      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797051                               ,Melee Minion      ,aplaguedoc ❤️     ,Tyranitar ,Zapdos    ,2     ,31
1331      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797084                               ,stao              ,Emerald_Harrold   ,Zapdos    ,Salamence ,2     ,27
1333      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797131                               ,Jfaun             ,prof clue         ,Zapdos    ,Salamence ,1     ,32
1343      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797088                               ,alargemongoose    ,Sepulo            ,Tyranitar ,Heracross ,2     ,38
1336      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797128                               ,cremozar          ,gourgeist enjoyer ,Raikou    ,Salamence ,1     ,30
1338      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797050                               ,muk fan           ,datguycactus      ,Medicham  ,Tyranitar ,2     ,56
1337      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797129                               ,cremozar          ,gourgeist enjoyer ,Tyranitar ,Tyranitar ,2     ,60
1339      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797057                               ,muk fan           ,datguycactus      ,Regirock  ,Tyranitar ,1     ,23
1341      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797083                               ,alargemongoose    ,Sepulo            ,Zapdos    ,Swampert  ,2     ,32
1342      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797085                               ,alargemongoose    ,Sepulo            ,Zapdos    ,Tyranitar ,1     ,25
1344      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797107                               ,ShotoNC           ,go-go-zeppeli-1890,Tyranitar ,Regirock  ,1     ,39
1345      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797109                               ,ShotoNC           ,go-go-zeppeli-1890,Zapdos    ,Snorlax   ,2     ,12
1340      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797059                               ,muk fan           ,datguycactus      ,Metagross ,Regice    ,2     ,117
1347      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797094                               ,lraven17          ,smollest brian    ,Tyranitar ,Gengar    ,2     ,20
1346      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797111                               ,ShotoNC           ,go-go-zeppeli-1890,Salamence ,Snorlax   ,1     ,50
1349      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796293                               ,The_App15         ,solar's power     ,Salamence ,Zapdos    ,1     ,43
1350      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796294                               ,solar's power     ,The_App15         ,Dugtrio   ,Tyranitar ,1     ,32
1348      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797097                               ,smollest brian    ,lraven17          ,Tyranitar ,Metagross ,1     ,60
1351      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796295                               ,solar's power     ,The_App15         ,Zapdos    ,Skarmory  ,1     ,30
1352      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796449                               ,swordpeacead      ,Bedal Roscoe      ,Glalie    ,Zapdos    ,1     ,28
1353      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796458                               ,Bedal Roscoe      ,swordpeacead      ,Tyranitar ,Regice    ,2     ,42
1354      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796437                               ,Rebatca           ,sprasle           ,Blaziken  ,Slaking   ,2     ,43
1355      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796447                               ,sprasle           ,Rebatca           ,Zapdos    ,Medicham  ,1     ,20
1356      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796358                               ,kingkpak          ,SmoGonagall       ,Jumpluff  ,Tyranitar ,2     ,24
1364      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796309                               ,Ten Dogs          ,KingWafl          ,Tyranitar ,Tyranitar ,2     ,41
1357      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796361                               ,kingkpak          ,SmoGonagall       ,Metagross ,Hariyama  ,1     ,47
1360      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797055                               ,Nun_IE            ,Wolf Turds        ,Metagross ,Skarmory  ,2     ,23
1363      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796487                               ,jeffoly           ,inkyno1           ,Salamence ,Zapdos    ,2     ,30
1358      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796364                               ,kingkpak          ,SmoGonagall       ,Medicham  ,Tyranitar ,2     ,37
1359      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797048                               ,Nun_IE            ,Wolf Turds        ,Slaking   ,Metagross ,2     ,19
1365      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796311                               ,Ten Dogs          ,KingWafl          ,Metagross ,Salamence ,2     ,20
1361      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796484                               ,jeffoly           ,inkyno1           ,Zapdos    ,Skarmory  ,1     ,14
1362      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796485                               ,jeffoly           ,inkyno1           ,Salamence ,Skarmory  ,2     ,32
1366      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796440                               ,Group PD          ,bigyunakafan      ,Suicune   ,Zapdos    ,1     ,32
1367      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796446                               ,Group PD          ,bigyunakafan      ,Zapdos    ,Zapdos    ,2     ,40
1369      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796346                               ,Genoz             ,LoopingPyre       ,Slaking   ,Skarmory  ,1     ,22
1371      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797114                               ,niiiccck          ,CD56              ,Slaking   ,Salamence ,2     ,32
1368      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796452                               ,Group PD          ,bigyunakafan      ,Salamence ,Smeargle  ,1     ,18
1372      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797117                               ,niiiccck          ,CD56              ,Forretress,Zapdos    ,2     ,28
1370      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796347                               ,Genoz             ,LoopingPyre       ,Tyranitar ,Dusclops  ,1     ,28
1374      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796910                               ,rezzo64           ,Count Sliggoo II  ,Tyranitar ,Tyranitar ,1     ,52
1375      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796914                               ,rezzo64           ,Count Sliggoo II  ,Blissey   ,Zapdos    ,1     ,72
1373      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796905                               ,rezzo64           ,Count Sliggoo II  ,Snorlax   ,Zapdos    ,2     ,28
1376      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796262                               ,ChangchunDeXiannu ,Ghostfall22       ,Heracross ,Zapdos    ,2     ,20
1377      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796265                               ,ChangchunDeXiannu ,Ghostfall22       ,Blaziken  ,Zapdos    ,2     ,17
1381      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796959                               ,yeamints          ,peachyaladdin     ,Wailord   ,Medicham  ,2     ,12
1378      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796930                               ,ali.gnome         ,AnotherAshenSoul  ,Tyranitar ,Jolteon   ,2     ,51
1379      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796935                               ,ali.gnome         ,AnotherAshenSoul  ,Tyranitar ,Regirock  ,2     ,9
1383      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796588                               ,WW_FortniteGamR   ,Johnathan Gamer   ,Tyranitar ,Jolteon   ,2     ,23
1380      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796949                               ,yeamints          ,peachyaladdin     ,Jolteon   ,Medicham  ,2     ,31
1382      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796586                               ,Johnathan Gamer   ,WW_FortniteGamR   ,Alakazam  ,Tyranitar ,1     ,33
1385      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796408                               ,Yuiis             ,bebra322          ,Milotic   ,Swampert  ,1     ,55
1384      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796396                               ,bebra322          ,Yuiis             ,Zapdos    ,Jirachi   ,1     ,48
1386      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796415                               ,bebra322          ,Yuiis             ,Tyranitar ,Arcanine  ,2     ,52
1389      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796350                               ,CostcoCustomer    ,Mugua             ,Metagross ,Tyranitar ,2     ,25
1387      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796770                               ,emma_emma_emma    ,Svejk97           ,Aerodactyl,Gyarados  ,2     ,46
1392      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797067                               ,ProfessorKid      ,ylisseanstarlight ,Salamence ,Swampert  ,2     ,39
1390      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796352                               ,CostcoCustomer    ,Mugua             ,Tyranitar ,Skarmory  ,1     ,110
1388      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796777                               ,emma_emma_emma    ,Svejk97           ,Aerodactyl,Smeargle  ,2     ,38
1391      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796354                               ,Mugua             ,CostcoCustomer    ,Tyranitar ,Zapdos    ,2     ,46
1394      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797076                               ,ProfessorKid      ,ylisseanstarlight ,Metagross ,Zapdos    ,1     ,23
1393      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797069                               ,ProfessorKid      ,ylisseanstarlight ,Salamence ,Blaziken  ,1     ,97
1395      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796213                               ,ratdogrefurnished ,ByrneBabyyyyy     ,Metagross ,Salamence ,1     ,38
1396      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-796217                               ,ByrneBabyyyyy     ,ratdogrefurnished ,Salamence ,Forretress,2     ,98
1402      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797102                               ,vbncvx            ,RaskaPork         ,Zapdos    ,Tyranitar ,1     ,37
1398      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797103                               ,naisuneicha       ,EG Zelph          ,Glalie    ,Metagross ,2     ,23
1399      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797049                               ,billclintonlol    ,Sheik             ,Skarmory  ,Swampert  ,2     ,37
1397      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797100                               ,naisuneicha       ,EG Zelph          ,Breloom   ,Metagross ,2     ,27
1400      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797056?p2                            ,Sheik             ,billclintonlol    ,Smeargle  ,Tyranitar ,1     ,23
1401      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797101                               ,RaskaPork         ,vbncvx            ,Tyranitar ,Skarmory  ,1     ,18
1403      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797104                               ,vbncvx            ,RaskaPork         ,Metagross ,Zapdos    ,1     ,32
1404      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797087                               ,RaskaPork         ,vbncvx            ,Suicune   ,Hariyama  ,0     ,170
1405      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797062                               ,EtymonLegomenon   ,PuruglyIsUgly     ,Zapdos    ,Slaking   ,2     ,49
1406      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797064                               ,EtymonLegomenon   ,PuruglyIsUgly     ,Tyranitar ,Suicune   ,2     ,30
1407      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797112                               ,Key to life       ,5darkelves        ,Swampert  ,Zapdos    ,1     ,47
1408      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797116?p2                            ,5darkelves        ,Key to life       ,Zapdos    ,Tyranitar ,2     ,25
1410      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797073                               ,jerdgerd          ,funhouse3         ,Skarmory  ,Skarmory  ,1     ,38
1409      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797070                               ,jerdgerd          ,funhouse3         ,Skarmory  ,Skarmory  ,1     ,57
1412      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797013?p2                            ,diegoyuhhi        ,HeffTV            ,Tyranitar ,Metagross ,1     ,23
1411      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797010                               ,HeffTV            ,diegoyuhhi        ,Salamence ,Solrock   ,2     ,25
1413      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797071                               ,boshinator6       ,Kenava            ,Tyranitar ,Suicune   ,1     ,27
1415      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797077                               ,xlimexheep        ,BlerpDerpSkerp    ,Tyranitar ,Zapdos    ,1     ,24
1414      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797074?p2                            ,Kenava            ,boshinator6       ,Metagross ,Tyranitar ,2     ,30
1416      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797079                               ,xlimexheep        ,BlerpDerpSkerp    ,Salamence ,Medicham  ,1     ,45
1419      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797120                               ,CharBoy3000       ,Aquafier          ,Zapdos    ,Skarmory  ,2     ,29
1417      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797092                               ,VIELZADA          ,Colby2D           ,Skarmory  ,Salamence ,2     ,25
1418      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797096                               ,VIELZADA          ,Colby2D           ,Skarmory  ,Salamence ,2     ,30
1420      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797126                               ,CharBoy3000       ,Aquafier          ,Swampert  ,Tyranitar ,1     ,65
1421      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797130                               ,CharBoy3000       ,Aquafier          ,Zapdos    ,Suicune   ,1     ,20
1422      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797090                               ,Lunarvania        ,azepto            ,Salamence ,Regirock  ,1     ,48
1423      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797098?p2                            ,azepto            ,Lunarvania        ,Salamence ,Tyranitar ,2     ,47
1424      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797078                               ,elanie            ,ComSeal           ,Medicham  ,Salamence ,2     ,27
1425      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797081                               ,elanie            ,ComSeal           ,Metagross ,Glalie    ,2     ,19
1426      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797108                               ,OneWhoRants       ,philiposophical   ,Skarmory  ,Aerodactyl,1     ,40
1432      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797205                               ,Tasmanian Demon   ,melninja          ,Tyranitar ,Swellow   ,1     ,32
1433      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797642                               ,jimothy non-subs  ,1HPWonder         ,Zapdos    ,Zapdos    ,2     ,29
1431      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797202                               ,Tasmanian Demon   ,melninja          ,Zapdos    ,Salamence ,1     ,26
1427      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797110                               ,philiposophical   ,OneWhoRants       ,Salamence ,Skarmory  ,2     ,80
1434      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797649                               ,jimothy non-subs  ,1HPWonder         ,Snorlax   ,Tyranitar ,1     ,23
1435      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797656                               ,1HPWonder         ,jimothy non-subs  ,Suicune   ,Salamence ,2     ,34
1438      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797422                               ,Sotina            ,bugcondition      ,Skarmory  ,Tyranitar ,2     ,46
1436      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797412                               ,Sotina            ,bugcondition      ,Skarmory  ,Zapdos    ,2     ,34
1437      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797416                               ,Sotina            ,bugcondition      ,Skarmory  ,Skarmory  ,1     ,145
1440      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797477                               ,Apostic           ,Elisy             ,Salamence ,Medicham  ,2     ,63
1439      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797463                               ,Apostic           ,Elisy             ,Metagross ,Zapdos    ,2     ,102
1441      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797691?p2                            ,EternumTagerMain  ,Yatagarasuwu      ,Zapdos    ,Salamence ,2     ,29
1443      ,https://replay.pokemonshowdown.com/smogtours-gen3ou-797479                               ,rajime(real)      ,GroundBack        ,Charizard ,Vaporeon  ,1     ,39
